Client,Warehouse,Product,2023-05-22,2023-05-29,2023-06-05
0,1,367,45.713333,50.82,
0,1,639,108.96625,101.99625,97.13
0,1,655,28.351002,29.657274,26.08
0,1,1149,,,
0,1,1485,29.48,29.47909,29.435556
0,1,1965,29.793846,32.18,28.903334
0,1,1969,39.8,37.02667,29.36
0,1,3179,,35.8675,
0,1,3234,,26.02,
0,1,3463,53.26,,
0,1,3515,,93.73,
0,1,4337,57.603333,64.038,54.85
0,1,4431,36.302,38.588,39.22
0,1,5317,46.61,,48.235
0,1,5604,,,
0,1,5619,39.333332,38.3325,
0,1,5657,,38.62,39.22
0,1,5871,34.29,36.061428,36.306
0,1,6341,,80.56,
0,1,6898,52.875,50.05,39.68
0,1,7022,,41.17,35.265
0,1,7186,45.756668,50.825455,52.53
0,1,7457,48.2825,48.28,
0,1,7469,36.08,36.06625,35.92
0,1,7661,52.3508,52.32125,53.3955
0,1,7984,,,
0,1,8011,124.21875,136.24933,135.34286
0,1,8157,,25.133333,25.13
0,1,8264,130.8775,118.67,135.21
0,1,8468,,42.69,
0,1,8587,45.92,,
0,1,8869,45.92,,45.00333
0,1,10705,48.285,48.07,49.89
0,1,11000,33.365,33.356316,37.34
0,1,11015,,,30.16
0,1,11526,56.495,59.71,
0,1,11552,,,
0,1,11983,30.5,,31.57
0,1,12171,168.96,,240.91
0,1,12298,115.07,115.07,
0,1,14160,,38.54,38.46
0,1,14311,56.42,56.385555,58.3
0,3,0,,,
0,3,400,36.957703,37.32363,37.71397
0,3,439,40.5696,38.2925,41.65
0,3,1102,20.456757,21.841074,21.892157
0,3,1154,139.73827,141.68982,143.175
0,3,1181,0.170625,0.06348837,2.2396002
0,3,1274,0.2025,0.2,
0,3,1536,17.993107,18.460348,18.899897
0,3,1704,14.319299,14.393611,14.700001
0,3,2119,5.5900764,6.329955,1.8151783
0,3,2391,0.3171875,0.23383115,0.31276596
0,3,2506,1.1199702,5.6071568,5.32
0,3,2628,50.453102,50.45,51.8
0,3,2838,0.0,,
0,3,2884,11.0286455,7.8014326,15.400001
0,3,2949,39.319077,49.349785,39.715027
0,3,3401,23.181278,23.245152,23.800001
0,3,3419,52.5,52.656525,53.9
0,3,3520,27.706379,27.553629,28.448
0,3,3583,8.643695,21.442759,16.683332
0,3,3702,19.772253,19.805017,14.894674
0,3,3751,0.0,0.0,0.0
0,3,3778,3.4091666,3.421,3.5
0,3,4285,55.56078,56.103794,57.4
0,3,4520,0.65738094,0.42861113,0.86896557
0,3,4592,17.039474,14.260684,19.56269
0,3,5023,,,7.0
0,3,5274,45.682034,46.708736,42.59367
0,3,5376,20.451487,20.216648,21.0
0,3,5456,31.54652,31.82915,32.55
0,3,5493,170.38972,170.83258,174.93
0,3,5512,,,
0,3,5599,0.0,0.0,0.0
0,3,5824,13.64,,
0,3,5901,26.59,26.675861,27.3
0,3,5933,37.44577,37.482887,39.2
0,3,6100,50.932705,51.078655,53.55
0,3,6289,0.40916666,0.4090909,0.42000002
0,3,6436,40.672348,42.32004,40.95494
0,3,6581,19.770924,19.824,20.3
0,3,6614,0.43857142,0.0,0.0
0,3,6816,21.40508,14.779597,0.0
0,3,6838,0.682,0.68,
0,3,7256,42.45073,43.112293,44.1
0,3,7299,40.909897,41.160873,42.0
0,3,7363,4.433003,16.587852,18.66375
0,3,7918,40.9099,41.03405,42.0
0,3,8087,0.0,0.0,0.0
0,3,8123,60.907623,61.449127,62.86
0,3,8196,0.008095238,0.012242152,0.10769231
0,3,8313,42.951584,43.117813,44.1
0,3,8439,34.70202,34.807076,34.516563
0,3,8689,32.04792,32.16683,32.9
0,3,8754,48.75,48.97577,50.050003
0,3,8851,14.433962,11.294056,17.730263
0,3,8868,1.3634286,1.3625001,1.4
0,3,8874,28.735691,29.090158,29.75
0,3,9003,0.6728271,0.6691171,0.875
0,3,9025,,,
0,3,9055,40.228455,40.371082,41.3
0,3,9771,87.27121,87.49771,85.74624
0,3,9841,24.269571,24.145834,24.958725
0,3,10278,20.45,20.45,
0,3,10359,48.464912,48.89738,50.050003
0,3,10500,31.588058,31.408655,32.9
0,3,11146,42.483574,38.78181,46.368
0,3,11374,5.6263533,5.9699473,5.529043
0,3,11418,45.353695,45.956455,46.89868
0,3,11496,26.43801,25.182322,26.235863
0,3,11611,1.36,1.3616667,1.4
0,3,12086,158.025,160.28404,162.6293
0,3,12167,,4.77,
0,3,12288,50.861725,51.27429,52.22
0,3,12346,1.36,,1.4
0,3,12891,7.953566,11.804444,8.6081085
0,3,13799,40.91,36.169525,42.0
0,3,13830,,,
0,3,13842,52.896606,74.027626,50.99862
0,3,13867,13.638607,13.367634,14.0
0,3,13996,,,
0,3,14320,2.7266667,2.7267272,2.8000002
0,20,4337,,,
0,20,4431,,,39.97333
0,20,5871,,,
0,20,7457,,,
0,20,8011,,,
0,20,8264,,,
0,20,8587,,,
0,44,207,,32.13875,
0,44,355,,54.23,
0,44,394,35.09,35.09,
0,44,1345,39.3,,
0,44,1768,44.66,,
0,44,2277,,,
0,44,2622,41.088,,
0,44,2762,,,
0,44,3283,,31.475,33.2
0,44,4673,,,
0,44,4801,,,
0,44,4893,,98.89,
0,44,5147,,46.786667,
0,44,5513,,59.97,
0,44,5563,29.092001,,
0,44,5921,,,
0,44,5924,,,
0,44,8140,,,
0,44,8654,,,
0,44,8726,,,
0,44,9290,,,
0,44,9438,51.68,,
0,44,9541,21.436,,
0,44,10021,141.51,93.91,
0,44,10424,,,
0,44,10798,,,
0,44,11524,123.17667,145.97,162.17
0,44,11575,28.71,28.71,
0,44,11756,,,
0,44,12063,,,
0,44,12276,,,
0,44,12360,,,
0,44,12651,,,
0,44,12908,,,
0,44,13089,46.956,,
0,44,13707,,,
0,44,13734,,35.09,
0,44,14239,,38.02,
0,47,367,,,
0,47,639,82.57,79.32,
0,47,655,24.6,23.37,24.55
0,47,1149,26.21,,
0,47,1485,24.01,23.79,23.744287
0,47,1969,32.66,31.03,
0,47,3179,28.63,28.63,
0,47,3234,19.665,,
0,47,3463,,,
0,47,3515,71.38333,73.83,73.83
0,47,4337,50.405,50.41,50.97222
0,47,4431,30.65,30.65,
0,47,5317,34.55,36.36,
0,47,5604,,,
0,47,5619,37.1,37.1,39.03
0,47,5657,,,
0,47,5871,,27.82,27.76
0,47,6341,,61.26,69.76
0,47,6898,,39.2,43.46
0,47,7022,,31.453333,31.39
0,47,7186,38.71,38.71,39.675
0,47,7457,,37.1,
0,47,7469,28.205,27.82,
0,47,7984,56.86,49.87,59.79
0,47,8011,108.21,111.702,117.34
0,47,8157,,19.66,19.66
0,47,8264,98.83,,110.17
0,47,8468,,33.87,
0,47,8587,,,
0,47,8869,37.5,38.02,38.425
0,47,10705,37.1,,
0,47,11000,27.82,27.82,27.765
0,47,11015,21.72,,
0,47,11526,,48.39,
0,47,11552,,,
0,47,11721,25.40818,25.41,26.566668
0,47,11983,24.6,,25.91
0,47,12171,,,
0,47,12298,87.10333,,
0,47,13522,40.195,39.920002,41.93
0,47,14160,30.65,30.65,30.58
0,47,14311,,45.165,
0,48,182,0.0,,
0,48,1228,0.0,,
0,48,2315,,,
0,48,3067,93.74,,
0,48,3120,59.674,58.255714,56.9
0,48,3227,35.97,35.99,
0,48,3718,46.215,47.596153,
0,48,4354,39.083332,39.40684,
0,48,4455,25.881933,26.808434,30.08375
0,48,4466,40.13,49.59,
