Client,Warehouse,Product,2021-11-22,2021-11-29,2021-12-06
0,1,367,7.0,7.0,7.0
0,1,639,14.0,9.0,7.0
0,1,655,14.0,14.0,14.0
0,1,1149,7.0,7.0,7.0
0,1,1485,0.0,0.0,0.0
0,1,1965,28.0,23.0,21.0
0,1,1969,7.0,7.0,7.0
0,1,3179,0.0,0.0,0.0
0,1,3234,7.0,7.0,7.0
0,1,3463,7.0,7.0,7.0
0,1,3515,7.0,7.0,7.0
0,1,4337,14.0,14.0,14.0
0,1,4431,21.0,16.0,14.0
0,1,5317,7.0,7.0,7.0
0,1,5604,0.0,0.0,0.0
0,1,5619,14.0,14.0,14.0
0,1,5657,14.0,9.0,7.0
0,1,5871,14.0,9.0,7.0
0,1,6341,7.0,7.0,7.0
0,1,6898,7.0,7.0,7.0
0,1,7022,7.0,7.0,7.0
0,1,7186,7.0,12.0,14.0
0,1,7457,7.0,7.0,7.0
0,1,7469,0.0,0.0,0.0
0,1,7661,21.0,21.0,21.0
0,1,7984,7.0,7.0,7.0
0,1,8011,28.0,23.0,21.0
0,1,8157,7.0,7.0,7.0
0,1,8264,7.0,7.0,7.0
0,1,8468,7.0,7.0,7.0
0,1,8587,7.0,7.0,7.0
0,1,8869,7.0,7.0,7.0
0,1,10705,7.0,7.0,7.0
0,1,11000,0.0,0.0,0.0
0,1,11015,7.0,7.0,7.0
0,1,11526,14.0,9.0,7.0
0,1,11552,0.0,0.0,0.0
0,1,11983,7.0,7.0,7.0
0,1,12171,7.0,7.0,7.0
0,1,12298,0.0,0.0,0.0
0,1,14160,0.0,0.0,0.0
0,1,14311,0.0,0.0,0.0
0,3,0,70.0,255.0,329.0
0,3,400,588.0,543.0,525.0
0,3,439,329.0,264.0,238.0
0,3,1102,217.0,307.0,343.0
0,3,1154,4536.0,1806.0,714.0
0,3,1181,0.0,0.0,0.0
0,3,1274,0.0,0.0,0.0
0,3,1536,140.0,115.0,105.0
0,3,1704,119.0,739.0,987.0
0,3,2119,0.0,0.0,0.0
0,3,2391,0.0,0.0,0.0
0,3,2506,84.0,184.0,224.0
0,3,2628,161.0,161.0,161.0
0,3,2838,0.0,0.0,0.0
0,3,2884,266.0,236.0,224.0
0,3,2949,315.0,275.0,259.0
0,3,3401,56.0,46.0,42.0
0,3,3419,161.0,136.0,126.0
0,3,3520,189.0,164.0,154.0
0,3,3583,294.0,389.0,427.0
0,3,3702,0.0,0.0,0.0
0,3,3751,0.0,0.0,0.0
0,3,3778,0.0,0.0,0.0
0,3,4285,1316.0,1171.0,1113.0
0,3,4520,0.0,0.0,0.0
0,3,4592,413.0,373.0,357.0
0,3,5023,0.0,0.0,0.0
0,3,5274,0.0,0.0,0.0
0,3,5376,847.0,322.0,112.0
0,3,5456,1085.0,1250.0,1316.0
0,3,5493,476.0,426.0,406.0
0,3,5512,0.0,0.0,0.0
0,3,5599,0.0,0.0,0.0
0,3,5824,0.0,0.0,0.0
0,3,5901,42.0,32.0,28.0
0,3,5933,154.0,149.0,147.0
0,3,6100,147.0,147.0,147.0
0,3,6289,0.0,0.0,0.0
0,3,6436,1890.0,1935.0,1953.0
0,3,6581,0.0,0.0,0.0
0,3,6614,0.0,0.0,0.0
0,3,6816,0.0,0.0,0.0
0,3,6838,0.0,0.0,0.0
0,3,7256,350.0,320.0,308.0
0,3,7299,189.0,164.0,154.0
0,3,7363,196.0,261.0,287.0
0,3,7918,217.0,262.0,280.0
0,3,8087,0.0,0.0,0.0
0,3,8123,637.0,547.0,511.0
0,3,8196,0.0,0.0,0.0
0,3,8313,259.0,224.0,210.0
0,3,8439,455.0,440.0,434.0
0,3,8689,294.0,249.0,231.0
0,3,8754,385.0,345.0,329.0
0,3,8851,294.0,269.0,259.0
0,3,8868,0.0,0.0,0.0
0,3,8874,497.0,717.0,805.0
0,3,9003,0.0,0.0,0.0
0,3,9025,0.0,0.0,0.0
0,3,9055,0.0,0.0,0.0
0,3,9771,210.0,170.0,154.0
0,3,9841,112.0,97.0,91.0
0,3,10278,0.0,0.0,0.0
0,3,10359,679.0,599.0,567.0
0,3,10500,161.0,256.0,294.0
0,3,11146,511.0,571.0,595.0
0,3,11374,833.0,773.0,749.0
0,3,11418,511.0,756.0,854.0
0,3,11496,1750.0,1895.0,1953.0
0,3,11611,0.0,0.0,0.0
0,3,12086,287.0,232.0,210.0
0,3,12167,0.0,0.0,0.0
0,3,12288,147.0,122.0,112.0
0,3,12346,0.0,0.0,0.0
0,3,12891,70.0,165.0,203.0
0,3,13799,0.0,0.0,0.0
0,3,13830,0.0,0.0,0.0
0,3,13842,532.0,362.0,294.0
0,3,13867,763.0,303.0,119.0
0,3,13996,0.0,0.0,0.0
0,3,14320,0.0,0.0,0.0
0,20,4337,0.0,0.0,0.0
0,20,4431,0.0,0.0,0.0
0,20,5871,0.0,0.0,0.0
0,20,7457,0.0,0.0,0.0
0,20,8011,0.0,0.0,0.0
0,20,8264,7.0,7.0,7.0
0,20,8587,0.0,0.0,0.0
0,44,207,56.0,36.0,28.0
0,44,355,7.0,17.0,21.0
0,44,394,0.0,0.0,0.0
0,44,1345,14.0,9.0,7.0
0,44,1768,7.0,7.0,7.0
0,44,2277,21.0,16.0,14.0
0,44,2622,14.0,9.0,7.0
0,44,2762,7.0,7.0,7.0
0,44,3283,28.0,28.0,28.0
0,44,4673,21.0,16.0,14.0
0,44,4801,0.0,0.0,0.0
0,44,4893,7.0,7.0,7.0
0,44,5147,14.0,24.0,28.0
0,44,5513,7.0,27.0,35.0
0,44,5563,21.0,11.0,7.0
0,44,5921,7.0,7.0,7.0
0,44,5924,7.0,7.0,7.0
0,44,8140,0.0,0.0,0.0
0,44,8654,0.0,0.0,0.0
0,44,8726,7.0,7.0,7.0
0,44,9290,7.0,7.0,7.0
0,44,9438,7.0,57.0,77.0
0,44,9541,7.0,7.0,7.0
0,44,10021,14.0,19.0,21.0
0,44,10424,7.0,7.0,7.0
0,44,10798,7.0,7.0,7.0
0,44,11524,77.0,67.0,63.0
0,44,11575,0.0,0.0,0.0
0,44,11756,0.0,85.0,119.0
0,44,12063,7.0,7.0,7.0
0,44,12276,7.0,12.0,14.0
0,44,12360,0.0,0.0,0.0
0,44,12651,0.0,0.0,0.0
0,44,12908,0.0,0.0,0.0
0,44,13089,14.0,9.0,7.0
0,44,13707,0.0,10.0,14.0
0,44,13734,14.0,14.0,14.0
0,44,14239,7.0,12.0,14.0
0,47,367,7.0,2.0,0.0
0,47,639,7.0,7.0,7.0
0,47,655,7.0,7.0,7.0
0,47,1149,0.0,0.0,0.0
0,47,1485,0.0,0.0,0.0
0,47,1969,7.0,7.0,7.0
0,47,3179,0.0,0.0,0.0
0,47,3234,7.0,7.0,7.0
0,47,3463,7.0,7.0,7.0
0,47,3515,7.0,7.0,7.0
0,47,4337,7.0,7.0,7.0
0,47,4431,7.0,7.0,7.0
0,47,5317,7.0,7.0,7.0
0,47,5604,0.0,0.0,0.0
0,47,5619,7.0,7.0,7.0
0,47,5657,7.0,2.0,0.0
0,47,5871,7.0,7.0,7.0
0,47,6341,7.0,7.0,7.0
0,47,6898,7.0,7.0,7.0
0,47,7022,7.0,7.0,7.0
0,47,7186,7.0,7.0,7.0
0,47,7457,7.0,7.0,7.0
0,47,7469,0.0,0.0,0.0
0,47,7984,7.0,7.0,7.0
0,47,8011,14.0,9.0,7.0
0,47,8157,7.0,2.0,0.0
0,47,8264,7.0,7.0,7.0
0,47,8468,7.0,7.0,7.0
0,47,8587,7.0,7.0,7.0
0,47,8869,7.0,7.0,7.0
0,47,10705,7.0,7.0,7.0
0,47,11000,0.0,0.0,0.0
0,47,11015,7.0,2.0,0.0
0,47,11526,7.0,7.0,7.0
0,47,11552,0.0,0.0,0.0
0,47,11721,14.0,14.0,14.0
0,47,11983,7.0,2.0,0.0
0,47,12171,7.0,7.0,7.0
0,47,12298,0.0,0.0,0.0
0,47,13522,7.0,7.0,7.0
0,47,14160,0.0,0.0,0.0
0,47,14311,0.0,0.0,0.0
0,48,182,0.0,0.0,0.0
0,48,1228,0.0,0.0,0.0
0,48,2315,0.0,0.0,0.0
0,48,3067,7.0,7.0,7.0
0,48,3120,14.0,14.0,14.0
0,48,3227,7.0,7.0,7.0
0,48,3718,0.0,0.0,0.0
0,48,4354,0.0,0.0,0.0
0,48,4455,63.0,58.0,56.0
0,48,4466,7.0,7.0,7.0
0,48,5805,7.0,7.0,7.0
0,48,5985,14.0,14.0,14.0
0,48,6061,21.0,11.0,7.0
0,48,6868,7.0,7.0,7.0
0,48,6878,77.0,57.0,49.0
0,48,7689,0.0,0.0,0.0
0,48,8398,84.0,54.0,42.0
0,48,9145,28.0,23.0,21.0
0,48,9637,0.0,0.0,0.0
0,48,11171,14.0,14.0,14.0
0,48,11497,0.0,0.0,0.0
0,48,12094,0.0,0.0,0.0
0,48,12238,0.0,0.0,0.0
0,48,12821,7.0,7.0,7.0
0,48,13779,14.0,14.0,14.0
0,83,367,7.0,7.0,7.0
0,83,639,14.0,14.0,14.0
0,83,655,21.0,21.0,21.0
0,83,1018,42.0,37.0,35.0
0,83,1149,7.0,7.0,7.0
0,83,1485,0.0,0.0,0.0
0,83,1969,14.0,14.0,14.0
0,83,3053,7.0,7.0,7.0
0,83,3179,0.0,0.0,0.0
0,83,3234,14.0,9.0,7.0
0,83,3463,7.0,7.0,7.0
0,83,3515,7.0,7.0,7.0
0,83,4337,21.0,16.0,14.0
0,83,4431,56.0,46.0,42.0
0,83,5317,7.0,7.0,7.0
0,83,5619,28.0,23.0,21.0
0,83,5657,7.0,7.0,7.0
0,83,5871,14.0,14.0,14.0
0,83,6341,14.0,9.0,7.0
0,83,6898,7.0,7.0,7.0
0,83,7022,21.0,16.0,14.0
0,83,7186,7.0,12.0,14.0
0,83,7457,7.0,7.0,7.0
0,83,7469,0.0,0.0,0.0
0,83,7984,14.0,9.0,7.0
0,83,8011,35.0,30.0,28.0
0,83,8157,7.0,7.0,7.0
0,83,8264,7.0,7.0,7.0
0,83,8468,7.0,7.0,7.0
0,83,8587,7.0,7.0,7.0
0,83,8869,7.0,7.0,7.0
0,83,10705,14.0,9.0,7.0
0,83,11000,0.0,0.0,0.0
0,83,11015,7.0,7.0,7.0
0,83,11526,7.0,7.0,7.0
0,83,11552,0.0,0.0,0.0
0,83,11983,7.0,7.0,7.0
0,83,12171,7.0,7.0,7.0
0,83,12298,0.0,0.0,0.0
0,83,13522,21.0,21.0,21.0
0,83,14160,0.0,0.0,0.0
0,83,14311,0.0,0.0,0.0
0,95,367,0.0,0.0,0.0
0,95,639,0.0,5.0,7.0
0,95,655,7.0,7.0,7.0
0,95,1149,0.0,0.0,0.0
0,95,1969,7.0,7.0,7.0
0,95,3179,0.0,0.0,0.0
0,95,3234,0.0,0.0,0.0
0,95,3463,0.0,0.0,0.0
0,95,3515,0.0,0.0,0.0
0,95,4337,7.0,2.0,0.0
0,95,4431,7.0,7.0,7.0
0,95,5604,0.0,0.0,0.0
0,95,5619,7.0,7.0,7.0
0,95,5657,7.0,7.0,7.0
0,95,5871,7.0,2.0,0.0
0,95,6341,0.0,5.0,7.0
0,95,6898,7.0,7.0,7.0
0,95,7022,0.0,5.0,7.0
0,95,7186,0.0,0.0,0.0
0,95,7457,0.0,0.0,0.0
0,95,8011,7.0,7.0,7.0
0,95,8157,0.0,0.0,0.0
0,95,8264,7.0,7.0,7.0
0,95,8468,0.0,0.0,0.0
0,95,8869,0.0,5.0,7.0
0,95,10705,0.0,0.0,0.0
0,95,11000,0.0,0.0,0.0
0,95,11552,0.0,0.0,0.0
0,95,11721,7.0,7.0,7.0
0,95,11983,0.0,0.0,0.0
0,95,12171,0.0,0.0,0.0
0,95,13522,7.0,7.0,7.0
0,95,14160,0.0,0.0,0.0
0,100,367,7.0,7.0,7.0
0,100,639,7.0,7.0,7.0
0,100,655,7.0,7.0,7.0
0,100,1149,0.0,5.0,7.0
0,100,1969,7.0,7.0,7.0
0,100,3234,7.0,7.0,7.0
0,100,3463,7.0,7.0,7.0
0,100,3515,7.0,7.0,7.0
0,100,4337,21.0,21.0,21.0
0,100,4431,7.0,12.0,14.0
0,100,5317,7.0,7.0,7.0
0,100,5619,7.0,7.0,7.0
0,100,5657,7.0,7.0,7.0
0,100,5871,7.0,7.0,7.0
0,100,6341,7.0,7.0,7.0
0,100,6898,7.0,7.0,7.0
0,100,7022,7.0,7.0,7.0
0,100,7186,7.0,7.0,7.0
0,100,7457,7.0,7.0,7.0
0,100,7984,7.0,7.0,7.0
0,100,8011,21.0,21.0,21.0
0,100,8157,7.0,7.0,7.0
0,100,8264,7.0,7.0,7.0
0,100,8468,7.0,7.0,7.0
0,100,8587,7.0,7.0,7.0
0,100,8869,7.0,7.0,7.0
