Client,Warehouse,Product,2023-12-18,2023-12-25,2024-01-01
0,1,367,0.0,0.0,0.0
0,1,639,4.0,5.0,3.0
0,1,655,2.0,2.0,4.0
0,1,1149,0.0,1.0,0.0
0,1,1485,1.0,3.0,0.0
0,1,1965,0.0,0.0,0.0
0,1,1969,0.0,0.0,0.0
0,1,3179,0.0,0.0,0.0
0,1,3234,1.0,0.0,0.0
0,1,3463,0.0,0.0,0.0
0,1,3515,0.0,0.0,2.0
0,1,4337,4.0,2.0,5.0
0,1,4431,2.0,12.0,11.0
0,1,5317,0.0,0.0,0.0
0,1,5604,20.0,7.0,23.0
0,1,5619,1.0,0.0,5.0
0,1,5657,2.0,0.0,1.0
0,1,5871,0.0,10.0,0.0
0,1,6341,6.0,2.0,2.0
0,1,6898,0.0,1.0,0.0
0,1,7022,2.0,1.0,2.0
0,1,7186,2.0,3.0,7.0
0,1,7457,1.0,1.0,0.0
0,1,7469,1.0,1.0,0.0
0,1,7661,0.0,0.0,0.0
0,1,7984,0.0,1.0,0.0
0,1,8011,15.0,22.0,23.0
0,1,8157,0.0,1.0,0.0
0,1,8264,3.0,1.0,5.0
0,1,8468,0.0,0.0,0.0
0,1,8587,3.0,0.0,1.0
0,1,8869,0.0,0.0,0.0
0,1,10705,1.0,0.0,5.0
0,1,11000,10.0,6.0,15.0
0,1,11015,0.0,0.0,0.0
0,1,11526,0.0,0.0,0.0
0,1,11552,5.0,6.0,3.0
0,1,11983,0.0,0.0,2.0
0,1,12171,1.0,0.0,1.0
0,1,12298,0.0,1.0,0.0
0,1,14160,0.0,5.0,0.0
0,1,14311,2.0,5.0,3.0
0,3,0,25.0,46.0,11.0
0,3,400,513.0,608.0,409.0
0,3,439,86.0,165.0,94.0
0,3,1102,129.0,176.0,156.0
0,3,1154,461.0,623.0,357.0
0,3,1181,20.0,28.0,10.0
0,3,1274,0.0,5.0,0.0
0,3,1536,119.0,111.0,97.0
0,3,1704,0.0,0.0,0.0
0,3,2119,1487.0,278.0,176.0
0,3,2391,73.0,136.0,27.0
0,3,2506,243.0,176.0,81.0
0,3,2628,134.0,283.0,196.0
0,3,2838,0.0,0.0,0.0
0,3,2884,196.0,195.0,86.0
0,3,2949,206.0,349.0,220.0
0,3,3401,0.0,0.0,0.0
0,3,3419,130.0,205.0,138.0
0,3,3520,102.0,181.0,110.0
0,3,3583,167.0,292.0,202.0
0,3,3702,165.0,284.0,169.0
0,3,3751,122.0,99.0,24.0
0,3,3778,6.0,13.0,14.0
0,3,4285,819.0,1065.0,662.0
0,3,4520,54.0,61.0,30.0
0,3,4592,338.0,388.0,228.0
0,3,5023,86.0,86.0,21.0
0,3,5274,653.0,409.0,247.0
0,3,5376,126.0,262.0,134.0
0,3,5456,748.0,990.0,652.0
0,3,5493,338.0,447.0,330.0
0,3,5512,274.0,420.0,260.0
0,3,5599,122.0,99.0,24.0
0,3,5824,2.0,1.0,1.0
0,3,5901,0.0,0.0,0.0
0,3,5933,87.0,139.0,97.0
0,3,6100,90.0,141.0,88.0
0,3,6289,46.0,53.0,16.0
0,3,6436,1281.0,1581.0,1002.0
0,3,6581,38.0,74.0,36.0
0,3,6614,15.0,26.0,10.0
0,3,6816,132.0,207.0,125.0
0,3,6838,6.0,16.0,0.0
0,3,7256,229.0,335.0,258.0
0,3,7299,89.0,139.0,101.0
0,3,7363,123.0,218.0,122.0
0,3,7918,115.0,170.0,119.0
0,3,8087,69.0,107.0,40.0
0,3,8123,367.0,499.0,348.0
0,3,8196,122.0,100.0,24.0
0,3,8313,137.0,194.0,134.0
0,3,8439,288.0,484.0,323.0
0,3,8689,150.0,182.0,132.0
0,3,8754,278.0,301.0,161.0
0,3,8851,245.0,291.0,137.0
0,3,8868,4.0,3.0,3.0
0,3,8874,288.0,466.0,302.0
0,3,9003,287.0,332.0,110.0
0,3,9025,66.0,98.0,54.0
0,3,9055,0.0,0.0,0.0
0,3,9771,154.0,246.0,142.0
0,3,9841,77.0,128.0,50.0
0,3,10278,0.0,1.0,1.0
0,3,10359,379.0,515.0,306.0
0,3,10500,110.0,167.0,164.0
0,3,11146,328.0,500.0,329.0
0,3,11374,1813.0,911.0,417.0
0,3,11418,498.0,520.0,401.0
0,3,11496,1116.0,1352.0,1108.0
0,3,11611,0.0,1.0,0.0
0,3,12086,135.0,256.0,171.0
0,3,12167,1.0,0.0,0.0
0,3,12288,2018.0,65.0,82.0
0,3,12346,16.0,0.0,0.0
0,3,12891,80.0,137.0,76.0
0,3,13799,41.0,54.0,29.0
0,3,13830,0.0,0.0,0.0
0,3,13842,120.0,229.0,200.0
0,3,13867,86.0,181.0,121.0
0,3,13996,72.0,62.0,11.0
0,3,14320,30.0,17.0,35.0
0,20,4337,0.0,0.0,0.0
0,20,4431,0.0,0.0,0.0
0,20,5871,0.0,0.0,0.0
0,20,7457,0.0,0.0,0.0
0,20,8011,0.0,0.0,0.0
0,20,8264,0.0,0.0,1.0
0,20,8587,0.0,0.0,0.0
0,44,207,0.0,0.0,0.0
0,44,355,0.0,0.0,0.0
0,44,394,0.0,3.0,0.0
0,44,1345,0.0,0.0,0.0
0,44,1768,0.0,0.0,0.0
0,44,2277,0.0,0.0,0.0
0,44,2622,0.0,0.0,0.0
0,44,2762,0.0,0.0,0.0
0,44,3283,0.0,0.0,0.0
0,44,4673,0.0,0.0,0.0
0,44,4801,0.0,0.0,0.0
0,44,4893,0.0,0.0,0.0
0,44,5147,0.0,0.0,0.0
0,44,5513,0.0,0.0,0.0
0,44,5563,0.0,0.0,0.0
0,44,5921,0.0,0.0,0.0
0,44,5924,0.0,0.0,0.0
0,44,8140,0.0,0.0,0.0
0,44,8654,0.0,0.0,0.0
0,44,8726,0.0,0.0,0.0
0,44,9290,0.0,0.0,0.0
0,44,9438,0.0,0.0,0.0
0,44,9541,0.0,0.0,0.0
0,44,10021,0.0,0.0,0.0
0,44,10424,0.0,0.0,0.0
0,44,10798,0.0,0.0,9.0
0,44,11524,0.0,0.0,0.0
0,44,11575,0.0,3.0,0.0
0,44,11756,0.0,0.0,0.0
0,44,12063,0.0,0.0,0.0
0,44,12276,0.0,0.0,0.0
0,44,12360,0.0,0.0,0.0
0,44,12651,0.0,0.0,0.0
0,44,12908,0.0,0.0,0.0
0,44,13089,0.0,0.0,0.0
0,44,13707,0.0,0.0,0.0
0,44,13734,0.0,0.0,0.0
0,44,14239,0.0,0.0,0.0
0,47,367,0.0,0.0,0.0
0,47,639,1.0,1.0,2.0
0,47,655,1.0,9.0,1.0
0,47,1149,0.0,0.0,0.0
0,47,1485,2.0,3.0,2.0
0,47,1969,2.0,1.0,2.0
0,47,3179,1.0,2.0,0.0
0,47,3234,0.0,0.0,2.0
0,47,3463,0.0,0.0,0.0
0,47,3515,1.0,3.0,0.0
0,47,4337,2.0,2.0,1.0
0,47,4431,5.0,1.0,0.0
0,47,5317,0.0,1.0,0.0
0,47,5604,6.0,2.0,0.0
0,47,5619,2.0,0.0,1.0
0,47,5657,0.0,0.0,3.0
0,47,5871,1.0,0.0,0.0
0,47,6341,2.0,2.0,2.0
0,47,6898,0.0,0.0,0.0
0,47,7022,0.0,0.0,0.0
0,47,7186,4.0,1.0,2.0
0,47,7457,1.0,0.0,0.0
0,47,7469,1.0,0.0,0.0
0,47,7984,0.0,0.0,1.0
0,47,8011,8.0,3.0,5.0
0,47,8157,0.0,0.0,1.0
0,47,8264,2.0,1.0,5.0
0,47,8468,0.0,0.0,0.0
0,47,8587,0.0,0.0,1.0
0,47,8869,0.0,0.0,0.0
0,47,10705,2.0,0.0,0.0
0,47,11000,1.0,0.0,0.0
0,47,11015,0.0,0.0,0.0
0,47,11526,2.0,0.0,0.0
0,47,11552,5.0,1.0,3.0
0,47,11721,0.0,0.0,0.0
0,47,11983,0.0,0.0,0.0
0,47,12171,0.0,0.0,0.0
0,47,12298,0.0,0.0,0.0
0,47,13522,0.0,0.0,0.0
0,47,14160,3.0,2.0,2.0
0,47,14311,0.0,0.0,0.0
0,48,182,0.0,1.0,0.0
0,48,1228,0.0,1.0,0.0
0,48,2315,40.0,8.0,6.0
0,48,3067,4.0,0.0,0.0
0,48,3120,8.0,28.0,2.0
0,48,3227,18.0,5.0,2.0
0,48,3718,4.0,5.0,13.0
0,48,4354,0.0,0.0,0.0
0,48,4455,81.0,53.0,23.0
0,48,4466,5.0,1.0,2.0
0,48,5805,3.0,10.0,5.0
0,48,5985,0.0,0.0,0.0
0,48,6061,4.0,8.0,5.0
0,48,6868,3.0,6.0,1.0
0,48,6878,50.0,34.0,25.0
0,48,7689,0.0,1.0,0.0
0,48,8398,6.0,33.0,21.0
0,48,9145,6.0,19.0,11.0
0,48,9637,4.0,3.0,0.0
0,48,11171,3.0,25.0,8.0
0,48,11497,0.0,1.0,0.0
0,48,12094,0.0,1.0,0.0
0,48,12238,0.0,1.0,0.0
0,48,12821,4.0,0.0,3.0
0,48,13779,4.0,0.0,13.0
0,83,367,3.0,11.0,3.0
0,83,639,5.0,7.0,5.0
0,83,655,13.0,15.0,11.0
0,83,1018,0.0,0.0,0.0
0,83,1149,3.0,10.0,3.0
0,83,1485,6.0,8.0,6.0
0,83,1969,0.0,11.0,9.0
