Client,Warehouse,Product,2023-11-06,2023-11-13,2023-11-20
0,1,367,51.23,,
0,1,639,103.45,114.74,103.450005
0,1,655,30.79,30.795,
0,1,1149,33.87,33.86,
0,1,1485,28.6275,28.63,28.63
0,1,1965,,,
0,1,1969,,42.2675,42.49
0,1,3179,37.21,37.21,37.21
0,1,3234,,,25.38
0,1,3463,,,61.57
0,1,3515,94.89,,0.0
0,1,4337,64.56,64.565,64.565
0,1,4431,38.9925,38.995003,38.9925
0,1,5317,47.04,,
0,1,5604,52.897335,52.867085,52.90286
0,1,5619,48.67,48.67,49.03
0,1,5657,,38.99,38.99
0,1,5871,36.701668,36.42,36.42923
0,1,6341,81.2,,
0,1,6898,,57.1225,
0,1,7022,41.56,41.565,42.5
0,1,7186,51.2325,51.23,51.23
0,1,7457,48.67,48.67,
0,1,7469,35.05,35.05,
0,1,7661,,,
0,1,7984,,73.74,
0,1,8011,134.12529,136.04059,125.30697
0,1,8157,,25.38,25.38
0,1,8264,131.88,133.37,129.97
0,1,8468,43.0425,,0.0
0,1,8587,50.07,,
0,1,8869,,,
0,1,10705,,48.668,33.176666
0,1,11000,32.812,34.823,36.635
0,1,11015,,,
0,1,11526,60.21,60.218,60.21
0,1,11552,32.28,32.280003,23.369999
0,1,11983,30.800001,,
0,1,12171,,,
0,1,12298,139.69,,
0,1,14160,,38.36,37.51
0,1,14311,46.604286,50.993336,
0,3,0,104.57773,99.721176,121.090004
0,3,400,36.661545,36.66151,36.66121
0,3,439,40.028202,32.990658,40.02855
0,3,1102,20.289455,19.641356,19.497196
0,3,1154,113.02732,138.87582,119.77721
0,3,1181,0.0,0.0,0.0
0,3,1274,0.2,,
0,3,1536,18.163158,18.16314,18.16282
0,3,1704,,,
0,3,2119,5.3576517,5.529953,4.9216013
0,3,2391,0.028893443,0.15347826,0.11911392
0,3,2506,6.144231,6.286936,6.0459228
0,3,2628,37.51609,37.22739,34.20967
0,3,2838,0.0,,
0,3,2884,10.574556,13.480118,14.901369
0,3,2949,49.11,49.10995,49.11
0,3,3401,,,
0,3,3419,51.8,51.8,51.8
0,3,3520,27.412897,25.726114,27.212925
0,3,3583,13.401219,13.002857,11.1
0,3,3702,4.761048,11.718669,19.51
0,3,3751,0.0,0.0,0.0
