Client,Warehouse,Product,2020-08-17,2020-08-24,2020-08-31
0,1,367,27.289999,27.289999,28.01
0,1,639,,,
0,1,655,25.188,25.188,22.803429
0,1,1149,14.32,14.32,10.642858
0,1,1485,,,
0,1,1965,26.75,26.75,26.619091
0,1,1969,13.809999,13.809999,24.13923
0,1,3179,,,
0,1,3234,7.35,7.35,5.3957143
0,1,3463,30.52,30.52,22.677143
0,1,3515,27.03,27.03,25.058573
0,1,4337,40.84,40.84,54.875713
0,1,4431,36.45,36.45,33.306
0,1,5317,20.81,20.81,7.687143
0,1,5604,,,
0,1,5619,41.095,41.095,31.160501
0,1,5657,27.905,27.905,21.27875
0,1,5871,38.390003,38.390003,31.85857
0,1,6341,46.913334,46.913334,43.093334
0,1,6898,18.65,18.65,31.342308
0,1,7022,19.84,19.84,17.463078
0,1,7186,44.193333,44.193333,47.850666
0,1,7457,6.65,6.65,12.864286
0,1,7469,,,
0,1,7661,35.936665,35.936665,37.38238
0,1,7984,31.130001,31.130001,16.421429
0,1,8011,118.4525,118.4525,97.93678
0,1,8157,8.809999,8.809999,10.601428
0,1,8264,60.97,60.97,86.39286
0,1,8468,,,
0,1,8587,18.985,18.985,24.410715
0,1,8869,22.550001,22.550001,23.835714
0,1,10705,46.71,46.71,31.787142
0,1,11000,,,
0,1,11015,9.900001,9.900001,5.8114285
0,1,11526,41.19,41.19,38.43
0,1,11552,,,
0,1,11983,22.81,22.81,18.369999
0,1,12171,52.579998,52.579998,64.02286
0,1,12298,,,
0,1,14160,,,
0,1,14311,,,
0,3,0,,,
0,3,400,37.91775,37.91775,37.95963
0,3,439,,,
0,3,1102,21.193684,21.193684,22.247429
0,3,1154,148.03188,148.03188,148.6449
0,3,1181,,,
0,3,1274,,,
0,3,1536,18.477692,18.477692,18.812239
0,3,1704,15.97452,15.97452,15.817537
0,3,2119,,,
0,3,2391,,,
0,3,2506,,,6.5680847
0,3,2628,22.617168,22.617168,18.50289
0,3,2838,,,
0,3,2884,27.147049,27.147049,26.998945
0,3,2949,,,
0,3,3401,,,
0,3,3419,,,
0,3,3520,28.532333,28.532333,24.71215
0,3,3583,11.985532,11.985532,12.0002985
0,3,3702,,,
0,3,3751,,,
0,3,3778,,,
0,3,4285,60.468956,60.468956,61.52277
0,3,4520,,,
0,3,4592,27.452059,27.452059,27.624308
0,3,5023,,,
0,3,5274,,,
0,3,5376,,,
0,3,5456,31.602139,31.602139,28.84143
0,3,5493,172.69759,172.69759,176.9644
0,3,5512,,,
0,3,5599,,,
0,3,5824,,,
0,3,5901,,,
0,3,5933,,,
0,3,6100,,,
0,3,6289,,,
0,3,6436,40.294327,40.294327,43.096176
0,3,6581,,,
0,3,6614,,,
0,3,6816,,,
0,3,6838,,,
0,3,7256,47.450207,47.450207,48.31161
0,3,7299,44.071,44.071,43.16192
0,3,7363,18.583078,18.583078,18.43068
0,3,7918,43.474445,43.474445,43.371197
0,3,8087,,,
0,3,8123,38.579998,38.579998,48.9483
0,3,8196,,,
0,3,8313,47.095127,47.095127,47.6232
0,3,8439,,,31.032555
0,3,8689,,,
0,3,8754,48.548393,48.548393,49.17767
0,3,8851,27.342545,27.342545,27.02828
0,3,8868,,,
0,3,8874,29.532984,29.532984,27.977745
0,3,9003,,,
0,3,9025,,,
0,3,9055,,,
0,3,9771,92.46909,92.46909,81.16833
0,3,9841,24.78,24.78,25.534737
0,3,10278,,,
0,3,10359,49.325638,49.325638,49.750305
0,3,10500,,,
0,3,11146,54.329346,54.329346,54.00434
0,3,11374,5.1216664,5.1216664,6.073018
0,3,11418,47.65013,47.65013,49.616917
0,3,11496,,,
0,3,11611,,,
0,3,12086,151.98015,151.98015,163.74576
0,3,12167,,,
0,3,12288,51.41154,51.41154,51.761734
0,3,12346,,,
0,3,12891,,,12.174468
0,3,13799,,,
0,3,13830,,,
0,3,13842,53.886,53.886,67.99877
