Client,Warehouse,Product,2023-05-01,2023-05-08,2023-05-15
0,1,367,0.0,0.0,0.0
0,1,639,4.0,1.0,3.0
0,1,655,3.0,5.0,3.0
0,1,1149,0.0,1.0,1.0
0,1,1485,6.0,2.0,3.0
0,1,1965,4.0,11.0,11.0
0,1,1969,0.0,7.0,0.0
0,1,3179,0.0,3.0,5.0
0,1,3234,1.0,1.0,0.0
0,1,3463,0.0,1.0,0.0
0,1,3515,0.0,2.0,1.0
0,1,4337,1.0,4.0,1.0
0,1,4431,8.0,12.0,5.0
0,1,5317,0.0,1.0,0.0
0,1,5604,0.0,0.0,0.0
0,1,5619,5.0,8.0,8.0
0,1,5657,5.0,0.0,0.0
0,1,5871,4.0,8.0,0.0
0,1,6341,2.0,0.0,0.0
0,1,6898,0.0,1.0,0.0
0,1,7022,0.0,0.0,2.0
0,1,7186,5.0,5.0,3.0
0,1,7457,0.0,0.0,0.0
0,1,7469,3.0,2.0,1.0
0,1,7661,13.0,17.0,23.0
0,1,7984,4.0,0.0,0.0
0,1,8011,15.0,15.0,22.0
0,1,8157,0.0,1.0,1.0
0,1,8264,0.0,4.0,3.0
0,1,8468,0.0,0.0,0.0
0,1,8587,0.0,6.0,0.0
0,1,8869,1.0,2.0,1.0
0,1,10705,2.0,4.0,4.0
0,1,11000,1.0,16.0,17.0
0,1,11015,0.0,1.0,0.0
0,1,11526,0.0,1.0,1.0
0,1,11552,0.0,0.0,0.0
0,1,11983,2.0,6.0,0.0
0,1,12171,2.0,0.0,0.0
0,1,12298,2.0,0.0,1.0
0,1,14160,2.0,2.0,1.0
0,1,14311,1.0,3.0,3.0
0,3,0,0.0,0.0,0.0
0,3,400,487.0,649.0,530.0
0,3,439,63.0,170.0,116.0
0,3,1102,91.0,136.0,168.0
0,3,1154,673.0,736.0,638.0
0,3,1181,14.0,16.0,20.0
0,3,1274,0.0,1.0,3.0
0,3,1536,135.0,90.0,81.0
0,3,1704,728.0,639.0,50.0
0,3,2119,86.0,240.0,170.0
0,3,2391,218.0,126.0,106.0
0,3,2506,146.0,187.0,124.0
0,3,2628,337.0,92.0,5.0
0,3,2838,1425.0,995.0,85.0
0,3,2884,285.0,271.0,213.0
0,3,2949,166.0,406.0,284.0
0,3,3401,33.0,74.0,62.0
0,3,3419,102.0,200.0,156.0
0,3,3520,157.0,178.0,138.0
0,3,3583,79.0,326.0,229.0
0,3,3702,189.0,282.0,296.0
0,3,3751,235.0,133.0,148.0
0,3,3778,25.0,14.0,12.0
0,3,4285,1072.0,1332.0,900.0
0,3,4520,17.0,49.0,45.0
0,3,4592,414.0,454.0,392.0
0,3,5023,0.0,0.0,0.0
0,3,5274,195.0,335.0,325.0
0,3,5376,114.0,180.0,217.0
0,3,5456,816.0,1250.0,769.0
0,3,5493,214.0,505.0,385.0
0,3,5512,0.0,0.0,0.0
0,3,5599,235.0,133.0,148.0
0,3,5824,0.0,0.0,1.0
0,3,5901,237.0,83.0,76.0
0,3,5933,53.0,111.0,102.0
0,3,6100,57.0,117.0,92.0
0,3,6289,8.0,7.0,21.0
0,3,6436,1781.0,2017.0,1561.0
0,3,6581,26.0,46.0,35.0
0,3,6614,10.0,2.0,0.0
0,3,6816,0.0,0.0,0.0
0,3,6838,1.0,1.0,2.0
0,3,7256,170.0,325.0,242.0
0,3,7299,202.0,297.0,161.0
0,3,7363,83.0,207.0,113.0
0,3,7918,227.0,318.0,125.0
0,3,8087,0.0,0.0,0.0
0,3,8123,433.0,599.0,497.0
0,3,8196,234.0,134.0,148.0
0,3,8313,117.0,232.0,170.0
0,3,8439,402.0,690.0,353.0
0,3,8689,144.0,253.0,174.0
0,3,8754,299.0,299.0,289.0
0,3,8851,313.0,327.0,268.0
0,3,8868,1.0,0.0,5.0
0,3,8874,223.0,461.0,303.0
0,3,9003,438.0,308.0,445.0
0,3,9025,0.0,0.0,0.0
0,3,9055,173.0,394.0,255.0
0,3,9771,95.0,221.0,158.0
0,3,9841,114.0,82.0,66.0
0,3,10278,1.0,0.0,2.0
0,3,10359,504.0,619.0,572.0
0,3,10500,77.0,141.0,100.0
0,3,11146,367.0,441.0,300.0
0,3,11374,920.0,706.0,606.0
0,3,11418,278.0,559.0,398.0
0,3,11496,892.0,1664.0,1241.0
0,3,11611,1.0,5.0,0.0
0,3,12086,465.0,278.0,206.0
0,3,12167,0.0,0.0,1.0
0,3,12288,52.0,156.0,76.0
0,3,12346,0.0,0.0,0.0
0,3,12891,74.0,135.0,110.0
0,3,13799,16.0,45.0,37.0
0,3,13830,1.0,0.0,0.0
0,3,13842,276.0,330.0,227.0
0,3,13867,79.0,145.0,177.0
0,3,13996,0.0,0.0,0.0
0,3,14320,12.0,53.0,28.0
0,20,4337,0.0,0.0,3.0
0,20,4431,0.0,3.0,0.0
0,20,5871,0.0,0.0,0.0
0,20,7457,0.0,0.0,0.0
0,20,8011,2.0,0.0,0.0
0,20,8264,0.0,0.0,0.0
0,20,8587,0.0,0.0,0.0
0,44,207,10.0,0.0,8.0
0,44,355,0.0,4.0,0.0
0,44,394,1.0,0.0,1.0
0,44,1345,0.0,0.0,0.0
0,44,1768,0.0,0.0,0.0
0,44,2277,0.0,0.0,0.0
0,44,2622,0.0,0.0,0.0
0,44,2762,0.0,0.0,2.0
0,44,3283,6.0,3.0,25.0
0,44,4673,0.0,1.0,13.0
0,44,4801,0.0,0.0,0.0
0,44,4893,0.0,0.0,4.0
0,44,5147,0.0,1.0,1.0
0,44,5513,0.0,0.0,1.0
0,44,5563,0.0,0.0,1.0
0,44,5921,0.0,4.0,2.0
0,44,5924,0.0,1.0,1.0
0,44,8140,0.0,0.0,0.0
0,44,8654,0.0,0.0,2.0
0,44,8726,0.0,0.0,4.0
0,44,9290,0.0,0.0,0.0
0,44,9438,0.0,0.0,1.0
0,44,9541,0.0,0.0,0.0
0,44,10021,0.0,2.0,2.0
0,44,10424,0.0,0.0,8.0
0,44,10798,0.0,1.0,0.0
0,44,11524,0.0,3.0,37.0
0,44,11575,1.0,0.0,1.0
0,44,11756,0.0,0.0,9.0
0,44,12063,0.0,0.0,0.0
0,44,12276,0.0,0.0,8.0
0,44,12360,0.0,0.0,0.0
0,44,12651,0.0,0.0,0.0
0,44,12908,0.0,0.0,0.0
0,44,13089,0.0,0.0,0.0
0,44,13707,0.0,0.0,0.0
0,44,13734,0.0,8.0,8.0
0,44,14239,0.0,0.0,2.0
0,47,367,0.0,0.0,0.0
0,47,639,2.0,0.0,2.0
0,47,655,4.0,0.0,1.0
0,47,1149,1.0,0.0,0.0
0,47,1485,6.0,0.0,0.0
0,47,1969,3.0,0.0,0.0
0,47,3179,2.0,0.0,0.0
0,47,3234,3.0,1.0,0.0
0,47,3463,1.0,0.0,0.0
0,47,3515,2.0,1.0,1.0
0,47,4337,4.0,1.0,2.0
0,47,4431,0.0,0.0,0.0
0,47,5317,4.0,0.0,0.0
0,47,5604,0.0,0.0,0.0
0,47,5619,0.0,1.0,3.0
0,47,5657,0.0,0.0,0.0
0,47,5871,4.0,0.0,0.0
0,47,6341,2.0,0.0,0.0
0,47,6898,3.0,0.0,0.0
0,47,7022,4.0,0.0,0.0
0,47,7186,5.0,0.0,1.0
0,47,7457,0.0,0.0,1.0
0,47,7469,2.0,0.0,0.0
0,47,7984,1.0,0.0,2.0
0,47,8011,8.0,0.0,11.0
0,47,8157,0.0,0.0,0.0
0,47,8264,2.0,0.0,3.0
0,47,8468,0.0,0.0,0.0
0,47,8587,0.0,1.0,0.0
0,47,8869,0.0,0.0,1.0
0,47,10705,0.0,0.0,0.0
0,47,11000,2.0,0.0,0.0
0,47,11015,0.0,0.0,0.0
0,47,11526,2.0,0.0,0.0
0,47,11552,0.0,0.0,0.0
0,47,11721,5.0,0.0,13.0
0,47,11983,0.0,0.0,1.0
0,47,12171,0.0,0.0,0.0
0,47,12298,1.0,0.0,0.0
0,47,13522,5.0,0.0,2.0
0,47,14160,0.0,0.0,3.0
0,47,14311,1.0,0.0,0.0
0,48,182,1.0,0.0,2.0
0,48,1228,1.0,0.0,2.0
0,48,2315,0.0,0.0,0.0
0,48,3067,0.0,0.0,0.0
0,48,3120,14.0,5.0,15.0
0,48,3227,2.0,1.0,0.0
0,48,3718,2.0,2.0,4.0
0,48,4354,3.0,0.0,3.0
0,48,4455,43.0,131.0,151.0
0,48,4466,0.0,0.0,0.0
0,48,5805,3.0,0.0,0.0
0,48,5985,1.0,0.0,0.0
0,48,6061,1.0,1.0,7.0
0,48,6868,0.0,0.0,0.0
0,48,6878,56.0,19.0,29.0
0,48,7689,1.0,0.0,2.0
0,48,8398,13.0,17.0,28.0
0,48,9145,5.0,5.0,14.0
0,48,9637,0.0,7.0,0.0
0,48,11171,4.0,6.0,3.0
0,48,11497,1.0,0.0,2.0
0,48,12094,1.0,0.0,2.0
0,48,12238,1.0,0.0,2.0
0,48,12821,2.0,1.0,3.0
0,48,13779,2.0,7.0,2.0
0,83,367,3.0,1.0,4.0
0,83,639,1.0,4.0,4.0
0,83,655,4.0,7.0,9.0
0,83,1018,8.0,27.0,20.0
0,83,1149,4.0,4.0,3.0
0,83,1485,2.0,7.0,18.0
0,83,1969,5.0,12.0,12.0
0,83,3053,2.0,3.0,4.0
0,83,3179,3.0,1.0,2.0
0,83,3234,5.0,1.0,6.0
0,83,3463,0.0,0.0,0.0
0,83,3515,1.0,5.0,2.0
0,83,4337,5.0,7.0,10.0
0,83,4431,15.0,32.0,29.0
0,83,5317,0.0,2.0,2.0
0,83,5619,14.0,20.0,15.0
0,83,5657,2.0,2.0,2.0
0,83,5871,2.0,10.0,6.0
