Client,Warehouse,Product,2022-08-01,2022-08-08,2022-08-15
0,1,367,13.29,13.29,13.29
0,1,639,88.71,88.71,88.71
0,1,655,25.679998,25.679998,25.679998
0,1,1149,5.06,5.06,5.06
0,1,1485,,,
0,1,1965,22.02,22.02,22.02
0,1,1969,12.940001,12.940001,12.940001
0,1,3179,8.809999,8.809999,8.809999
0,1,3234,4.55,4.55,4.55
0,1,3463,6.7400002,6.7400002,6.7400002
0,1,3515,8.0,8.0,8.0
0,1,4337,23.81,23.81,23.81
0,1,4431,32.645,32.645,32.645
0,1,5317,5.35,5.35,5.35
0,1,5604,,,
0,1,5619,21.0,21.0,21.0
0,1,5657,7.0299997,7.0299997,7.0299997
0,1,5871,31.94,31.94,31.94
0,1,6341,19.84,19.84,19.84
0,1,6898,5.9,5.9,5.9
0,1,7022,20.74,20.74,20.74
0,1,7186,23.775,23.775,23.775
0,1,7457,7.2599998,7.2599998,7.2599998
0,1,7469,,,
0,1,7661,37.774998,37.774998,37.774998
0,1,7984,6.5385714,6.1128573,6.1128573
0,1,8011,109.450005,109.450005,109.450005
0,1,8157,3.03,3.03,3.03
0,1,8264,54.45,54.45,54.45
0,1,8468,2.58,2.58,2.58
0,1,8587,21.679998,21.679998,21.679998
0,1,8869,8.64,8.4,8.64
0,1,10705,22.48,22.48,22.48
0,1,11000,23.050001,23.050001,23.050001
0,1,11015,1.65,1.65,1.65
0,1,11526,3.58,3.58,3.58
0,1,11552,,,
0,1,11983,,,
0,1,12171,36.39,36.39,36.39
0,1,12298,,,
0,1,14160,,,
0,1,14311,23.65,23.65,23.65
0,3,0,91.38,91.38,91.38
0,3,400,35.365623,35.365623,35.365623
0,3,439,37.465,37.465,37.465
0,3,1102,18.898077,18.898077,18.898077
0,3,1154,111.36972,111.36972,111.36972
0,3,1181,,,
0,3,1274,,,
0,3,1536,16.811666,16.811666,16.811666
0,3,1704,14.351111,14.351111,14.351111
0,3,2119,,,
0,3,2391,,,
0,3,2506,5.566842,5.566842,5.566842
0,3,2628,41.704334,41.704334,41.704334
0,3,2838,,,
0,3,2884,8.254694,8.254694,8.254694
0,3,2949,46.58286,46.58286,46.58286
0,3,3401,19.948,19.948,19.948
0,3,3419,50.267826,50.267826,50.267826
0,3,3520,26.278519,26.278519,26.278519
0,3,3583,11.717999,11.717999,11.717999
0,3,3702,14.933091,14.933091,14.933091
0,3,3751,,,
0,3,3778,,,
0,3,4285,54.519722,54.519722,54.519722
0,3,4520,,,
0,3,4592,14.932175,14.932175,14.932175
0,3,5023,,,
0,3,5274,41.50577,41.50577,41.50577
0,3,5376,18.210001,18.210001,18.210001
0,3,5456,19.635748,19.635748,19.635748
0,3,5493,165.72055,165.72055,165.72055
0,3,5512,,,
0,3,5599,,,
0,3,5824,,,
0,3,5901,23.557499,23.557499,23.557499
0,3,5933,35.57143,35.57143,35.57143
0,3,6100,47.901665,47.901665,47.901665
0,3,6289,,,
0,3,6436,37.877647,37.877647,37.877647
0,3,6581,,,
0,3,6614,,,
0,3,6816,,,
0,3,6838,,,
0,3,7256,28.015932,28.015932,28.015932
0,3,7299,37.281517,37.281517,37.281517
0,3,7363,12.192083,12.192083,12.192083
0,3,7918,37.134212,37.134212,37.134212
0,3,8087,,,
0,3,8123,59.609,59.609,59.609
0,3,8196,,,
