Client,Warehouse,Product,2023-06-12,2023-06-19,2023-06-26
0,1,367,0.0,1.0,2.0
0,1,639,1.0,7.0,2.0
0,1,655,4.0,11.0,9.0
0,1,1149,3.0,0.0,0.0
0,1,1485,5.0,0.0,7.0
0,1,1965,10.0,13.0,6.0
0,1,1969,3.0,2.0,3.0
0,1,3179,3.0,1.0,3.0
0,1,3234,0.0,1.0,0.0
0,1,3463,0.0,0.0,1.0
0,1,3515,2.0,0.0,0.0
0,1,4337,1.0,1.0,4.0
0,1,4431,6.0,5.0,1.0
0,1,5317,1.0,0.0,0.0
0,1,5604,0.0,0.0,0.0
0,1,5619,1.0,3.0,1.0
0,1,5657,2.0,0.0,0.0
0,1,5871,3.0,10.0,3.0
0,1,6341,0.0,2.0,2.0
0,1,6898,1.0,2.0,3.0
0,1,7022,1.0,1.0,0.0
0,1,7186,2.0,5.0,10.0
0,1,7457,0.0,0.0,2.0
0,1,7469,4.0,0.0,6.0
0,1,7661,21.0,14.0,9.0
0,1,7984,0.0,4.0,0.0
0,1,8011,12.0,19.0,22.0
0,1,8157,0.0,0.0,0.0
0,1,8264,5.0,3.0,0.0
0,1,8468,0.0,0.0,0.0
0,1,8587,2.0,3.0,3.0
0,1,8869,0.0,1.0,1.0
0,1,10705,3.0,1.0,3.0
0,1,11000,9.0,8.0,4.0
0,1,11015,1.0,1.0,0.0
0,1,11526,0.0,0.0,4.0
0,1,11552,0.0,0.0,0.0
0,1,11983,0.0,1.0,0.0
0,1,12171,0.0,1.0,1.0
0,1,12298,0.0,0.0,3.0
0,1,14160,0.0,6.0,6.0
0,1,14311,1.0,7.0,1.0
0,3,0,0.0,0.0,39.0
0,3,400,1115.0,1183.0,645.0
0,3,439,60.0,109.0,210.0
0,3,1102,79.0,105.0,193.0
0,3,1154,1211.0,1343.0,836.0
0,3,1181,7.0,16.0,25.0
0,3,1274,1.0,1.0,2.0
0,3,1536,185.0,344.0,358.0
0,3,1704,27.0,51.0,57.0
0,3,2119,125.0,135.0,293.0
0,3,2391,185.0,119.0,113.0
0,3,2506,55.0,193.0,129.0
0,3,2628,12.0,1.0,220.0
0,3,2838,0.0,0.0,0.0
0,3,2884,795.0,579.0,297.0
0,3,2949,196.0,286.0,485.0
0,3,3401,34.0,67.0,79.0
0,3,3419,85.0,135.0,231.0
0,3,3520,106.0,157.0,203.0
0,3,3583,158.0,709.0,320.0
0,3,3702,122.0,232.0,392.0
0,3,3751,873.0,834.0,187.0
0,3,3778,11.0,16.0,28.0
0,3,4285,2127.0,2252.0,1191.0
0,3,4520,10.0,35.0,49.0
0,3,4592,895.0,747.0,516.0
0,3,5023,40.0,31.0,79.0
0,3,5274,231.0,356.0,579.0
0,3,5376,108.0,130.0,237.0
0,3,5456,1295.0,2050.0,942.0
0,3,5493,249.0,393.0,577.0
0,3,5512,0.0,0.0,0.0
0,3,5599,873.0,834.0,187.0
0,3,5824,1.0,1.0,3.0
0,3,5901,33.0,51.0,83.0
0,3,5933,74.0,116.0,146.0
0,3,6100,63.0,99.0,108.0
0,3,6289,9.0,20.0,52.0
0,3,6436,3305.0,3378.0,1880.0
0,3,6581,38.0,59.0,86.0
0,3,6614,7.0,16.0,25.0
0,3,6816,0.0,0.0,0.0
0,3,6838,0.0,0.0,1.0
0,3,7256,119.0,195.0,368.0
0,3,7299,87.0,128.0,187.0
0,3,7363,96.0,794.0,199.0
0,3,7918,121.0,135.0,231.0
0,3,8087,1602.0,1619.0,3.0
0,3,8123,1113.0,1169.0,681.0
0,3,8196,873.0,836.0,187.0
0,3,8313,105.0,175.0,298.0
0,3,8439,184.0,319.0,501.0
0,3,8689,93.0,117.0,240.0
0,3,8754,918.0,956.0,351.0
0,3,8851,820.0,630.0,395.0
0,3,8868,3.0,9.0,6.0
0,3,8874,236.0,289.0,437.0
0,3,9003,832.0,697.0,449.0
0,3,9025,0.0,0.0,0.0
0,3,9055,159.0,291.0,417.0
0,3,9771,101.0,147.0,229.0
0,3,9841,40.0,63.0,87.0
0,3,10278,0.0,1.0,2.0
0,3,10359,1187.0,1179.0,673.0
0,3,10500,78.0,116.0,166.0
0,3,11146,374.0,381.0,539.0
0,3,11374,464.0,626.0,955.0
0,3,11418,269.0,553.0,598.0
0,3,11496,1620.0,1984.0,1705.0
0,3,11611,1.0,0.0,1.0
0,3,12086,154.0,221.0,322.0
0,3,12167,0.0,1.0,0.0
0,3,12288,68.0,88.0,125.0
0,3,12346,0.0,0.0,0.0
0,3,12891,52.0,55.0,121.0
0,3,13799,24.0,29.0,47.0
0,3,13830,0.0,2.0,0.0
0,3,13842,145.0,197.0,264.0
0,3,13867,63.0,99.0,205.0
0,3,13996,0.0,0.0,213.0
0,3,14320,18.0,33.0,62.0
0,20,4337,0.0,0.0,0.0
0,20,4431,0.0,0.0,0.0
0,20,5871,0.0,0.0,0.0
0,20,7457,0.0,0.0,0.0
0,20,8011,0.0,0.0,0.0
0,20,8264,0.0,0.0,0.0
0,20,8587,0.0,0.0,0.0
0,44,207,32.0,0.0,8.0
0,44,355,4.0,0.0,12.0
0,44,394,5.0,0.0,5.0
0,44,1345,1.0,0.0,8.0
0,44,1768,4.0,0.0,9.0
0,44,2277,0.0,0.0,48.0
0,44,2622,1.0,0.0,6.0
